cumulative_rewards,euclidian_distance,object_size,regret,time_spent
686.0,0.793242735471,64.0,147.333333333,1.14809083939
464.0,0.703125,64.0,369.333333333,1.15322518349
479.0,0.1171875,64.0,354.333333333,1.19220495224
772.0,0.0204941132265,64.0,61.3333333333,1.34829878807
493.0,0.1015625,64.0,340.333333333,1.32007002831
783.0,0.218843937876,64.0,50.3333333333,1.25757718086
378.0,0.609375,64.0,455.333333333,1.13090085983
747.0,0.0615919338677,64.0,86.3333333333,1.07476520538
672.0,0.563533316633,64.0,161.333333333,1.03460884094
685.0,0.359375,64.0,148.333333333,1.18793797493
146.0,0.453125,64.0,687.333333333,1.1294400692
341.0,0.9140625,64.0,492.333333333,0.996605873108
802.0,0.748340430862,64.0,31.3333333333,1.08399319649
331.0,0.734375,64.0,502.333333333,1.16160392761
715.0,0.557270791583,64.0,118.333333333,0.977637052536
602.0,0.0859375,64.0,231.333333333,1.05370497704
627.0,0.345722695391,64.0,206.333333333,1.13611602783
569.0,0.1640625,64.0,264.333333333,1.1671102047
522.0,0.0384832164329,64.0,311.333333333,1.02938818932
759.0,0.0219971192385,64.0,74.3333333333,1.03773999214
458.0,0.546875,64.0,375.333333333,1.0740339756
581.0,0.0546875,64.0,252.333333333,1.01995587349
225.0,0.484375,64.0,608.333333333,0.980813980103
544.0,0.7421875,64.0,289.333333333,1.02030110359
262.0,0.484375,64.0,571.333333333,1.01298713684
39.0,0.109375,64.0,794.333333333,1.14281201363
471.0,0.765625,64.0,362.333333333,1.30530405045
710.0,0.0810214178357,64.0,123.333333333,1.07940220833
745.0,0.230241733467,64.0,88.3333333333,1.08799099922
769.0,0.0815067635271,64.0,64.3333333333,1.0009701252
580.0,0.7109375,64.0,253.333333333,1.03238010406
593.0,0.203125,64.0,240.333333333,1.03142786026
795.0,0.119144539078,64.0,38.3333333333,0.985424995422
588.0,0.499968687375,64.0,245.333333333,1.04860401154
767.0,0.0322833166333,64.0,66.3333333333,1.0789949894
663.0,0.0277116733467,64.0,170.333333333,1.02179098129
309.0,0.01171875,64.0,524.333333333,1.21154403687
565.0,0.0703125,64.0,268.333333333,1.18769311905
202.0,0.734375,64.0,631.333333333,1.16927099228
405.0,0.92306487976,64.0,428.333333333,1.09147906303
748.0,0.0272106713427,64.0,85.3333333333,1.10204100609
622.0,0.00740543587174,64.0,211.333333333,1.12368512154
306.0,0.0546875,64.0,527.333333333,1.19153189659
733.0,0.124780811623,64.0,100.333333333,1.09723901749
499.0,0.563282815631,64.0,334.333333333,1.0214240551
365.0,0.671875,64.0,468.333333333,1.25553488731
215.0,0.890625,64.0,618.333333333,1.09662795067
337.0,0.02734375,64.0,496.333333333,1.09597301483
119.0,0.890625,64.0,714.333333333,1.2745039463
239.0,0.0234375,64.0,594.333333333,1.25372505188
383.0,0.3359375,64.0,450.333333333,1.29562497139
615.0,0.234375,64.0,218.333333333,1.28374505043
690.0,0.036181738477,64.0,143.333333333,1.04337191582
180.0,0.234375,64.0,653.333333333,1.1486260891
101.0,0.484375,64.0,732.333333333,1.09527492523
173.0,0.671875,64.0,660.333333333,1.29422593117
170.0,0.078125,64.0,663.333333333,1.40304207802
589.0,0.3359375,64.0,244.333333333,1.20752906799
654.0,0.6640625,64.0,179.333333333,1.4462749958
721.0,0.0407846943888,64.0,112.333333333,1.28498411179
701.0,0.0492704158317,64.0,132.333333333,1.24891877174
431.0,0.0192572645291,64.0,402.333333333,1.30080103874
168.0,0.578125,64.0,665.333333333,1.3360710144
620.0,0.453125,64.0,213.333333333,1.19954299927
289.0,0.9921875,64.0,544.333333333,1.13065099716
423.0,0.620788451904,64.0,410.333333333,1.21952795982
97.0,0.015625,64.0,736.333333333,1.35030817986
574.0,0.0877066633267,64.0,259.333333333,1.22664403915
727.0,0.244144539078,64.0,106.333333333,1.19293904305
595.0,0.0234375,64.0,238.333333333,1.15074396133
685.0,0.828125,64.0,148.333333333,1.10994100571
801.0,0.246962675351,64.0,32.3333333333,1.25225710869
739.0,0.0016752254509,64.0,94.3333333333,1.31296205521
695.0,0.00573021042084,64.0,138.333333333,1.38115310669
601.0,0.265625,64.0,232.333333333,1.24751400948
157.0,0.046875,64.0,676.333333333,1.15460205078
752.0,0.0823835170341,64.0,81.3333333333,1.11222195625
692.0,0.296875,64.0,141.333333333,1.23567414284
217.0,0.265625,64.0,616.333333333,1.27280902863
214.0,0.828125,64.0,619.333333333,1.30079197884
137.0,0.734375,64.0,696.333333333,1.2781431675
594.0,0.0234375,64.0,239.333333333,1.05720615387
460.0,0.8046875,64.0,373.333333333,1.30583405495
528.0,0.03125,64.0,305.333333333,1.10283899307
193.0,0.859375,64.0,640.333333333,1.29211091995
269.0,0.4140625,64.0,564.333333333,1.28488707542
361.0,0.140625,64.0,472.333333333,1.23087310791
214.0,0.0260207915832,64.0,619.333333333,1.23678517342
595.0,0.4140625,64.0,238.333333333,1.20025205612
518.0,0.624358091182,64.0,315.333333333,1.0051510334
752.0,0.796875,64.0,81.3333333333,1.28683900833
594.0,0.0859375,64.0,239.333333333,1.13415980339
775.0,0.047877004008,64.0,58.3333333333,1.38705611229
783.0,0.0118674849699,64.0,50.3333333333,1.40422487259
598.0,0.738962299599,64.0,235.333333333,1.38198685646
779.0,0.210984468938,64.0,54.3333333333,1.23252415657
252.0,0.171875,64.0,581.333333333,1.3386259079
738.0,0.00435245490982,64.0,95.3333333333,1.49006986618
549.0,0.0736003256513,64.0,284.333333333,1.62470006943
769.0,0.0567071643287,64.0,64.3333333333,1.23611092567
706.0,0.02218499499,64.0,127.333333333,1.50013899803
65.0,0.390625,64.0,768.333333333,1.43853807449
477.0,0.234375,64.0,356.333333333,1.28633999825
589.0,0.1015625,64.0,244.333333333,1.11328482628
725.0,0.3046875,64.0,108.333333333,1.09543585777
119.0,0.609375,64.0,714.333333333,1.12686705589
587.0,0.0234375,64.0,246.333333333,1.25188088417
562.0,0.203125,64.0,271.333333333,1.46652197838
157.0,0.828125,64.0,676.333333333,1.39102816582
652.0,0.429452655311,64.0,181.333333333,1.31025695801
139.0,0.796875,64.0,694.333333333,1.17124795914
603.0,0.0078125,64.0,230.333333333,1.19316482544
54.0,0.734375,64.0,779.333333333,1.21301698685
578.0,0.359954283567,64.0,255.333333333,1.03068208694
411.0,0.0366514278557,64.0,422.333333333,1.29573893547
672.0,0.0728801352705,64.0,161.333333333,1.11791586876
732.0,0.00103331663327,64.0,101.333333333,1.22010493279
707.0,0.630918086172,64.0,126.333333333,1.28486299515
67.0,0.921875,64.0,766.333333333,1.38269686699
730.0,0.890625,64.0,103.333333333,1.25437903404
783.0,0.0428982965932,64.0,50.3333333333,1.11969900131
512.0,0.828125,64.0,321.333333333,1.10632705688
694.0,0.906015155311,64.0,139.333333333,1.21984410286
220.0,0.671875,64.0,613.333333333,1.25681209564
535.0,0.0446987725451,64.0,298.333333333,1.36871790886
424.0,0.7890625,64.0,409.333333333,1.21314001083
121.0,0.015625,64.0,712.333333333,1.10671305656
504.0,0.421875,64.0,329.333333333,1.16621398926
334.0,0.0390625,64.0,499.333333333,1.22691702843
729.0,0.0625313126253,64.0,104.333333333,1.48871016502
613.0,0.734375,64.0,220.333333333,1.29726600647
602.0,0.1015625,64.0,231.333333333,1.17327094078
626.0,0.4921875,64.0,207.333333333,1.34325003624
528.0,0.5859375,64.0,305.333333333,1.41247606277
403.0,0.890625,64.0,430.333333333,1.15741586685
641.0,0.0390625,64.0,192.333333333,1.36499118805
120.0,0.8515625,64.0,713.333333333,1.48043203354
519.0,0.4921875,64.0,314.333333333,1.18349695206
227.0,0.5390625,64.0,606.333333333,1.25044083595
602.0,0.171875,64.0,231.333333333,1.34775590897
662.0,0.0356807364729,64.0,171.333333333,1.17348599434
446.0,0.2890625,64.0,387.333333333,1.23714900017
739.0,0.160477204409,64.0,94.3333333333,1.46185517311
474.0,0.796875,64.0,359.333333333,1.20990204811
361.0,0.00390625,64.0,472.333333333,1.12602615356
761.0,0.0773891533066,64.0,72.3333333333,1.05718684196
641.0,0.108075526052,64.0,192.333333333,1.04993581772
730.0,0.0688721192385,64.0,103.333333333,1.32735586166
704.0,0.753976703407,64.0,129.333333333,1.29964184761
772.0,0.165737725451,64.0,61.3333333333,1.10358309746
365.0,0.02734375,64.0,468.333333333,1.17793011665
482.0,0.0121962675351,64.0,351.333333333,1.09409594536
689.0,0.296875,64.0,144.333333333,1.16921591759
584.0,0.0234375,64.0,249.333333333,1.11864113808
279.0,0.828125,64.0,554.333333333,1.35456609726
612.0,0.0138871492986,64.0,221.333333333,1.19044709206
222.0,0.8046875,64.0,611.333333333,1.02047395706
613.0,0.0303262775551,64.0,220.333333333,1.2068669796
741.0,0.125219188377,64.0,92.3333333333,1.2860250473
28.0,0.96875,64.0,805.333333333,1.40872907639
782.0,0.044745741483,64.0,51.3333333333,1.09874916077
24.0,0.734375,64.0,809.333333333,1.20831894875
17.0,0.078125,64.0,816.333333333,1.44577002525
292.0,0.0390625,64.0,541.333333333,1.30258011818
837.0,0.32436748497,64.0,-3.66666666667,1.21656107903
278.0,0.109375,64.0,555.333333333,1.11950707436
274.0,0.328125,64.0,559.333333333,1.10710978508
53.0,0.421875,64.0,780.333333333,1.17868494987
643.0,0.078125,64.0,190.333333333,1.46649885178
255.0,0.953125,64.0,578.333333333,1.31821703911
438.0,0.015625,64.0,395.333333333,1.1936519146
605.0,0.1015625,64.0,228.333333333,1.15844702721
725.0,0.192102955912,64.0,108.333333333,1.07928586006
388.0,0.578125,64.0,445.333333333,1.37643313408
568.0,0.328125,64.0,265.333333333,1.26764202118
374.0,0.0078125,64.0,459.333333333,1.24895882607
625.0,0.0129477705411,64.0,208.333333333,1.33461499214
787.0,0.305141533066,64.0,46.3333333333,1.45406794548
617.0,0.0546875,64.0,216.333333333,1.1368291378
407.0,0.6171875,64.0,426.333333333,1.38789105415
347.0,0.8828125,64.0,486.333333333,1.37433099747
467.0,0.0546875,64.0,366.333333333,1.27605390549
581.0,0.0390625,64.0,252.333333333,1.34851980209
78.0,0.015625,64.0,755.333333333,1.32867789268
597.0,0.826293211423,64.0,236.333333333,1.34864807129
49.0,0.296875,64.0,784.333333333,1.35705780983
565.0,0.265625,64.0,268.333333333,1.38074493408
702.0,0.123888401804,64.0,131.333333333,1.30155086517
405.0,0.8203125,64.0,428.333333333,1.27272486687
729.0,0.00718624749499,64.0,104.333333333,1.25906801224
601.0,0.1484375,64.0,232.333333333,1.35394906998
392.0,0.0546875,64.0,441.333333333,1.23916816711
448.0,0.296875,64.0,385.333333333,1.4755179882
562.0,0.7421875,64.0,271.333333333,1.11380910873
776.0,0.379164579158,64.0,57.3333333333,1.17276501656
594.0,0.0234375,64.0,239.333333333,1.15257978439
632.0,0.0703125,64.0,201.333333333,1.2385020256
452.0,0.640625,64.0,381.333333333,1.34354090691
545.0,0.1015625,64.0,288.333333333,1.36318707466
574.0,0.65404245992,64.0,259.333333333,1.37691402435
625.0,0.0459199649299,64.0,208.333333333,1.42802500725
670.0,0.66060245491,64.0,163.333333333,1.4464571476
427.0,0.509988727455,64.0,406.333333333,1.23255896568
585.0,0.403400551102,64.0,248.333333333,1.4231030941
36.0,0.390625,64.0,797.333333333,1.41230511665
625.0,0.0546875,64.0,208.333333333,1.31073904037
602.0,0.0078125,64.0,231.333333333,1.35277605057
689.0,0.359375,64.0,144.333333333,1.31792593002
634.0,0.0698428106212,64.0,199.333333333,1.13957190514
375.0,0.234375,64.0,458.333333333,1.19363594055
493.0,0.953125,64.0,340.333333333,1.12486100197
54.0,0.921875,64.0,779.333333333,1.16523194313
549.0,0.610126503006,64.0,284.333333333,1.24953389168
354.0,0.9453125,64.0,479.333333333,1.1650159359
539.0,0.021057740481,64.0,294.333333333,1.2270128727
681.0,0.01437249499,64.0,152.333333333,1.27255606651
255.0,0.703125,64.0,578.333333333,1.35899782181
646.0,0.000892409819639,64.0,187.333333333,1.27288985252
631.0,0.0390625,64.0,202.333333333,1.21333909035
114.0,0.78125,64.0,719.333333333,1.25545501709
764.0,0.0493330410822,64.0,69.3333333333,1.1915178299
370.0,0.734375,64.0,463.333333333,1.2677731514
582.0,0.046875,64.0,251.333333333,1.34775018692
820.0,0.291614478958,64.0,13.3333333333,1.40727615356
656.0,0.71433491984,64.0,177.333333333,1.420181036
475.0,0.140625,64.0,358.333333333,1.07175302505
342.0,0.609375,64.0,491.333333333,1.28680109978
254.0,0.859375,64.0,579.333333333,1.28249502182
773.0,0.141016407816,64.0,60.3333333333,1.21008110046
466.0,0.609375,64.0,367.333333333,1.16503000259
138.0,0.046875,64.0,695.333333333,1.1646130085
461.0,0.274220315631,64.0,372.333333333,1.22907280922
594.0,0.2265625,64.0,239.333333333,1.10569190979
333.0,0.921875,64.0,500.333333333,1.21116709709
483.0,0.0703125,64.0,350.333333333,1.22381615639
517.0,0.4765625,64.0,316.333333333,1.16551494598
163.0,0.546875,64.0,670.333333333,1.25191879272
373.0,0.8984375,64.0,460.333333333,1.20429491997
306.0,0.921875,64.0,527.333333333,1.22351789474
311.0,0.796875,64.0,522.333333333,1.0842730999
518.0,0.453125,64.0,315.333333333,1.1784157753
160.0,0.796875,64.0,673.333333333,1.11916589737
764.0,0.137493737475,64.0,69.3333333333,1.09392905235
659.0,0.0582258266533,64.0,174.333333333,1.05301499367
591.0,0.1484375,64.0,242.333333333,1.0708091259
501.0,0.0234375,64.0,332.333333333,1.06669092178
39.0,0.234375,64.0,794.333333333,1.18802499771
313.0,0.765625,64.0,520.333333333,1.1849629879
98.0,0.546875,64.0,735.333333333,1.14440703392
694.0,0.609375,64.0,139.333333333,1.14816999435
398.0,0.953125,64.0,435.333333333,1.17290616035
800.0,0.859375,64.0,33.3333333333,1.30321979523
610.0,0.390625,64.0,223.333333333,1.15049600601
469.0,0.484547219439,64.0,364.333333333,1.23406410217
215.0,0.203125,64.0,618.333333333,1.22321581841
734.0,0.515625,64.0,99.3333333333,0.99945807457
578.0,0.1484375,64.0,255.333333333,1.07721304893
581.0,0.0703125,64.0,252.333333333,1.22138786316
502.0,0.484375,64.0,331.333333333,1.1281080246
644.0,0.022560746493,64.0,189.333333333,1.08651709557
489.0,0.7265625,64.0,344.333333333,1.14747405052
306.0,0.765625,64.0,527.333333333,1.01393604279
369.0,0.546875,64.0,464.333333333,1.2849779129
511.0,0.0546875,64.0,322.333333333,1.38678097725
610.0,0.1015625,64.0,223.333333333,1.13052606583
599.0,0.1171875,64.0,234.333333333,1.06345415115
699.0,0.333322895792,64.0,134.333333333,1.20278215408
225.0,0.203125,64.0,608.333333333,1.18297600746
576.0,0.0454502755511,64.0,257.333333333,1.21731805801
430.0,0.609375,64.0,403.333333333,1.18524599075
616.0,0.00405498496994,64.0,217.333333333,1.15724086761
597.0,0.0546875,64.0,236.333333333,0.957448959351
700.0,0.0371680861723,64.0,133.333333333,1.11499190331
774.0,0.353989228457,64.0,59.3333333333,1.14487290382
433.0,0.015625,64.0,400.333333333,1.14220190048
751.0,0.0568793837675,64.0,82.3333333333,1.11461400986
254.0,0.546875,64.0,579.333333333,1.22618293762
754.0,0.037684744489,64.0,79.3333333333,1.19948911667
654.0,0.640625,64.0,179.333333333,1.25706195831
463.0,0.578125,64.0,370.333333333,1.25158405304
751.0,0.354318011022,64.0,82.3333333333,1.19404602051
224.0,0.671875,64.0,609.333333333,1.19468402863
162.0,0.453125,64.0,671.333333333,1.14817285538
623.0,0.314065631263,64.0,210.333333333,1.21048688889
648.0,0.0272106713427,64.0,185.333333333,1.29240703583
770.0,0.0135740230461,64.0,63.3333333333,1.30305409431
352.0,0.890625,64.0,481.333333333,1.20927190781
698.0,0.171373997996,64.0,135.333333333,1.24088907242
671.0,0.00493173847695,64.0,162.333333333,1.20711684227
598.0,0.1484375,64.0,235.333333333,1.20196580887
695.0,0.140625,64.0,138.333333333,1.33050107956
643.0,0.0703125,64.0,190.333333333,1.26982998848
769.0,0.239760771543,64.0,64.3333333333,2.09325003624
307.0,0.00702968436874,64.0,526.333333333,1.39135408401
624.0,0.0239071893788,64.0,209.333333333,0.991822004318
481.0,0.421875,64.0,352.333333333,1.14616203308
734.0,0.779214679359,64.0,99.3333333333,1.81418013573
437.0,0.484375,64.0,396.333333333,1.3759098053
608.0,0.0390625,64.0,225.333333333,1.51817297935
623.0,0.0546248747495,64.0,210.333333333,1.72042298317
608.0,0.0703125,64.0,225.333333333,1.86293888092
578.0,0.0470472194389,64.0,255.333333333,2.32384800911
636.0,0.0348979208417,64.0,197.333333333,1.31302285194
733.0,0.0741796092184,64.0,100.333333333,1.77261781693
665.0,0.765625,64.0,168.333333333,1.28051996231
59.0,0.515625,64.0,774.333333333,1.14514398575
440.0,0.015625,64.0,393.333333333,1.43877387047
427.0,0.8515625,64.0,406.333333333,2.0932738781
587.0,0.0169401302605,64.0,246.333333333,1.84820389748
516.0,0.0121649549098,64.0,317.333333333,1.37839603424
557.0,0.865762775551,64.0,276.333333333,1.46638417244
316.0,0.0546875,64.0,517.333333333,1.41518592834
688.0,0.1046624499,64.0,145.333333333,1.25771093369
620.0,0.0234375,64.0,213.333333333,1.16631388664
569.0,0.0390625,64.0,264.333333333,1.3444211483
600.0,0.0250031312625,64.0,233.333333333,1.17382907867
334.0,0.00390625,64.0,499.333333333,1.1939599514
288.0,0.0546875,64.0,545.333333333,1.20589399338
408.0,0.178262775551,64.0,425.333333333,1.14022183418
626.0,0.814472695391,64.0,207.333333333,1.07741379738
352.0,0.0546875,64.0,481.333333333,1.1123020649
213.0,0.234375,64.0,620.333333333,1.14315199852
582.0,0.0859375,64.0,251.333333333,1.23847913742
787.0,0.828125,64.0,46.3333333333,1.20993900299
788.0,0.0106776052104,64.0,45.3333333333,1.12886619568
379.0,0.171875,64.0,454.333333333,1.21478796005
317.0,0.609375,64.0,516.333333333,1.18818688393
341.0,0.3515625,64.0,492.333333333,1.27849292755
546.0,0.734375,64.0,287.333333333,1.17417502403
337.0,0.7578125,64.0,496.333333333,1.20740199089
371.0,0.078125,64.0,462.333333333,1.10197901726
653.0,0.90625,64.0,180.333333333,1.03673601151
318.0,0.703125,64.0,515.333333333,1.06781697273
395.0,0.0078125,64.0,438.333333333,1.15755605698
672.0,0.203125,64.0,161.333333333,1.08608198166
624.0,0.640625,64.0,209.333333333,1.16188001633
335.0,0.671875,64.0,498.333333333,1.23257398605
263.0,0.953125,64.0,570.333333333,1.11861681938
732.0,0.0542647795591,64.0,101.333333333,1.0921189785
38.0,0.046875,64.0,795.333333333,1.07886385918
497.0,0.703125,64.0,336.333333333,1.10586214066
749.0,0.616952655311,64.0,84.3333333333,1.11750102043
459.0,0.703125,64.0,374.333333333,0.993832826614
688.0,0.404089428858,64.0,145.333333333,1.02400493622
587.0,0.608357339679,64.0,246.333333333,1.05715703964
118.0,0.015625,64.0,715.333333333,1.12073802948
552.0,0.0226546843687,64.0,281.333333333,1.1294438839
766.0,0.362005260521,64.0,67.3333333333,1.03881716728
185.0,0.609375,64.0,648.333333333,1.13934111595
605.0,0.296875,64.0,228.333333333,1.11268401146
773.0,0.0299661823647,64.0,60.3333333333,1.07280683517
261.0,0.921875,64.0,572.333333333,1.13182687759
463.0,0.546875,64.0,370.333333333,1.07521986961
755.0,0.04562249499,64.0,78.3333333333,1.16856694221
662.0,0.796875,64.0,171.333333333,1.05756998062
170.0,0.796875,64.0,663.333333333,1.07503294945
648.0,0.0391251252505,64.0,185.333333333,1.22883605957
637.0,0.359375,64.0,196.333333333,1.27508997917
44.0,0.71875,64.0,789.333333333,1.35044693947
188.0,0.140625,64.0,645.333333333,1.28309011459
576.0,0.2265625,64.0,257.333333333,1.01842188835
594.0,0.1171875,64.0,239.333333333,0.997004032135
565.0,0.1796875,64.0,268.333333333,1.306828022
241.0,0.546875,64.0,592.333333333,1.08510804176
707.0,0.270008767535,64.0,126.333333333,1.1511888504
728.0,0.547250751503,64.0,105.333333333,1.17285299301
733.0,0.765625,64.0,100.333333333,1.14672589302
609.0,0.0859375,64.0,224.333333333,1.13131594658
291.0,0.296875,64.0,542.333333333,1.07638192177
646.0,0.734375,64.0,187.333333333,1.10692405701
104.0,0.296875,64.0,729.333333333,1.24074697495
265.0,0.796875,64.0,568.333333333,1.12999510765
678.0,0.265625,64.0,155.333333333,1.07833099365
732.0,0.0723634769539,64.0,101.333333333,1.00498604774
483.0,0.0234375,64.0,350.333333333,1.02177000046
466.0,0.02734375,64.0,367.333333333,1.02508401871
664.0,0.328125,64.0,169.333333333,1.0932700634
601.0,0.0859375,64.0,232.333333333,1.22634005547
279.0,0.265625,64.0,554.333333333,1.29422307014
552.0,0.0703125,64.0,281.333333333,1.20383191109
191.0,0.671875,64.0,642.333333333,1.42628502846
400.0,0.449696267535,64.0,433.333333333,1.05187511444
666.0,0.0885834168337,64.0,167.333333333,1.30092096329
788.0,0.126722194389,64.0,45.3333333333,1.28251290321
717.0,0.0657878256513,64.0,116.333333333,1.41665005684
744.0,0.016251252505,64.0,89.3333333333,1.23997282982
751.0,0.0469219689379,64.0,82.3333333333,1.09117794037
738.0,0.0900864228457,64.0,95.3333333333,1.1467871666
226.0,0.609375,64.0,607.333333333,1.14900279045
636.0,0.0715963176353,64.0,197.333333333,1.0406730175
692.0,0.0255354458918,64.0,141.333333333,1.09380292892
318.0,0.0703125,64.0,515.333333333,1.07681488991
690.0,0.00333479458918,64.0,143.333333333,1.04741096497
210.0,0.796875,64.0,623.333333333,1.17246890068
225.0,0.9921875,64.0,608.333333333,1.19002008438
250.0,0.0546875,64.0,583.333333333,1.23366212845
236.0,0.359375,64.0,597.333333333,1.38093090057
598.0,0.0234375,64.0,235.333333333,1.03299593925
658.0,0.0161416583166,64.0,175.333333333,1.09660196304
713.0,0.0157659068136,64.0,120.333333333,1.27404904366
518.0,0.72265625,64.0,315.333333333,1.08730602264
748.0,0.046875,64.0,85.3333333333,1.05900502205
308.0,0.0234375,64.0,525.333333333,1.0779671669
306.0,0.734375,64.0,527.333333333,1.08185696602
266.0,0.0078125,64.0,567.333333333,1.16370296478
805.0,0.421436623246,64.0,28.3333333333,1.3495759964
602.0,0.0703125,64.0,231.333333333,1.25509881973
684.0,0.140625,64.0,149.333333333,1.3742620945
730.0,0.0602141783567,64.0,103.333333333,1.51343894005
