cumulative_rewards,euclidian_distance,object_size,regret,time_spent
531.0,0.0247995991984,64.0,302.333333333,1.12952184677
590.0,0.125,64.0,243.333333333,1.09572005272
706.0,0.110470941884,64.0,127.333333333,1.40817093849
581.0,0.0625,64.0,252.333333333,1.07728409767
456.0,0.609343687375,64.0,377.333333333,0.927384138107
573.0,0.350951903808,64.0,260.333333333,0.90071105957
44.0,0.96875,64.0,789.333333333,1.21428990364
632.0,0.0268036072144,64.0,201.333333333,1.2970468998
586.0,0.0625,64.0,247.333333333,1.24234700203
508.0,0.625,64.0,325.333333333,1.30632185936
757.0,0.00726452905812,64.0,76.3333333333,1.09203696251
321.0,0.875,64.0,512.333333333,0.917039871216
606.0,0.0625,64.0,227.333333333,1.1593208313
647.0,0.0700150300601,64.0,186.333333333,1.08048391342
558.0,0.125,64.0,275.333333333,1.41712212563
24.0,0.0625,64.0,809.333333333,1.08314085007
504.0,0.0625,64.0,329.333333333,1.53810787201
780.0,0.875,64.0,53.3333333333,1.0569601059
475.0,0.125,64.0,358.333333333,0.874877929688
589.0,0.0625,64.0,244.333333333,0.963268041611
668.0,0.00475951903808,64.0,165.333333333,1.53680205345
661.0,0.00814128256513,64.0,172.333333333,2.34078979492
78.0,0.1875,64.0,755.333333333,4.03781485558
133.0,0.78125,64.0,700.333333333,1.74043798447
744.0,0.677855711423,64.0,89.3333333333,1.13013005257
556.0,0.125,64.0,277.333333333,1.12859916687
588.0,0.0625,64.0,245.333333333,1.44483494759
358.0,0.0625,64.0,475.333333333,1.51574683189
147.0,0.0625,64.0,686.333333333,1.28822612762
144.0,0.625,64.0,689.333333333,1.67421197891
91.0,0.875,64.0,742.333333333,0.904400110245
480.0,0.125,64.0,353.333333333,0.975999116898
770.0,0.0538577154309,64.0,63.3333333333,0.768462181091
356.0,0.8125,64.0,477.333333333,1.11856293678
814.0,0.132765531062,64.0,19.3333333333,0.977365016937
78.0,0.0625,64.0,755.333333333,0.873715162277
797.0,0.520290581162,64.0,36.3333333333,1.1145670414
416.0,0.0625,64.0,417.333333333,1.21803307533
243.0,0.375,64.0,590.333333333,0.908264160156
215.0,0.6875,64.0,618.333333333,0.918458938599
573.0,0.125,64.0,260.333333333,0.869226932526
760.0,0.0696392785571,64.0,73.3333333333,0.850729942322
613.0,0.125,64.0,220.333333333,0.808177947998
425.0,0.0204158316633,64.0,408.333333333,0.786214828491
228.0,0.25,64.0,605.333333333,0.775274038315
225.0,0.125,64.0,608.333333333,0.831336975098
778.0,0.0999498997996,64.0,55.3333333333,0.800255060196
394.0,0.125,64.0,439.333333333,0.716711997986
594.0,0.125,64.0,239.333333333,0.909672021866
559.0,0.125,64.0,274.333333333,0.987674951553
581.0,0.125,64.0,252.333333333,0.841444015503
823.0,0.506763527054,64.0,10.3333333333,1.04496097565
321.0,0.125,64.0,512.333333333,0.837776899338
235.0,0.875,64.0,598.333333333,0.866276979446
502.0,0.534819639279,64.0,331.333333333,0.741265058517
756.0,0.0435871743487,64.0,77.3333333333,0.921817064285
580.0,0.00062625250501,64.0,253.333333333,0.838526010513
422.0,0.375,64.0,411.333333333,0.79150891304
737.0,0.0795340681363,64.0,96.3333333333,0.785476922989
608.0,0.00688877755511,64.0,225.333333333,0.772035121918
762.0,0.277054108216,64.0,71.3333333333,0.717003822327
268.0,0.875,64.0,565.333333333,0.749428033829
450.0,0.9375,64.0,383.333333333,0.77950501442
143.0,0.0625,64.0,690.333333333,1.34924197197
155.0,0.625,64.0,678.333333333,0.835414886475
236.0,0.125,64.0,597.333333333,0.900975942612
35.0,0.03125,64.0,798.333333333,0.984074115753
492.0,0.3125,64.0,341.333333333,1.09114599228
782.0,0.0152805611222,64.0,51.3333333333,1.14232993126
266.0,0.8125,64.0,567.333333333,0.854521989822
598.0,0.0625,64.0,235.333333333,0.855564117432
531.0,0.625,64.0,302.333333333,0.735956907272
430.0,0.0625,64.0,403.333333333,0.824416875839
778.0,0.0478456913828,64.0,55.3333333333,0.776390075684
610.0,0.816883767535,64.0,223.333333333,0.855454921722
747.0,0.0434619238477,64.0,86.3333333333,0.794495105743
275.0,0.0625,64.0,558.333333333,0.737807035446
587.0,0.0625,64.0,246.333333333,0.788207054138
458.0,0.332915831663,64.0,375.333333333,0.837976932526
808.0,0.125,64.0,25.3333333333,0.801359176636
544.0,0.0212925851703,64.0,289.333333333,0.827125072479
600.0,0.125,64.0,233.333333333,0.730198144913
444.0,0.625,64.0,389.333333333,0.711745023727
256.0,0.375,64.0,577.333333333,0.73748588562
93.0,0.0625,64.0,740.333333333,0.809615135193
255.0,0.9375,64.0,578.333333333,0.775948047638
45.0,0.0625,64.0,788.333333333,0.770114183426
654.0,0.336923847695,64.0,179.333333333,0.763478040695
737.0,0.65255511022,64.0,96.3333333333,0.755061149597
764.0,0.0222945891784,64.0,69.3333333333,0.740822076797
422.0,0.0156563126253,64.0,411.333333333,0.764754056931
393.0,0.125,64.0,440.333333333,0.807764053345
661.0,0.376002004008,64.0,172.333333333,0.743665218353
354.0,0.0625,64.0,479.333333333,0.735953092575
582.0,0.125,64.0,251.333333333,0.72577214241
196.0,0.875,64.0,637.333333333,0.762180089951
656.0,0.0112725450902,64.0,177.333333333,0.829247951508
577.0,0.125,64.0,256.333333333,0.852037906647
30.0,0.03125,64.0,803.333333333,0.856944084167
600.0,0.0528557114228,64.0,233.333333333,0.894310951233
670.0,0.0334418837675,64.0,163.333333333,0.808775901794
562.0,0.0115230460922,64.0,271.333333333,0.839541912079
703.0,0.580911823647,64.0,130.333333333,0.845939874649
780.0,0.0323146292585,64.0,53.3333333333,0.859899997711
172.0,0.59375,64.0,661.333333333,0.812898159027
282.0,0.0625,64.0,551.333333333,0.814654827118
594.0,0.125,64.0,239.333333333,0.821070194244
427.0,0.4375,64.0,406.333333333,0.836674928665
580.0,0.0328156312625,64.0,253.333333333,0.752298116684
158.0,0.9375,64.0,675.333333333,0.846286058426
162.0,0.4375,64.0,671.333333333,0.781534910202
744.0,0.0303106212425,64.0,89.3333333333,0.692698955536
590.0,0.25,64.0,243.333333333,0.821655035019
786.0,0.0538577154309,64.0,47.3333333333,0.806845188141
158.0,0.1875,64.0,675.333333333,0.84609913826
31.0,0.9375,64.0,802.333333333,0.941448926926
789.0,0.209669338677,64.0,44.3333333333,0.85554599762
442.0,0.625,64.0,391.333333333,0.746633052826
683.0,0.063877755511,64.0,150.333333333,0.750383853912
389.0,0.625,64.0,444.333333333,0.715079069138
751.0,0.00375751503006,64.0,82.3333333333,0.775648832321
646.0,0.0348196392786,64.0,187.333333333,0.707497835159
618.0,0.75,64.0,215.333333333,0.73384308815
459.0,0.375,64.0,374.333333333,0.721658945084
739.0,0.0859218436874,64.0,94.3333333333,0.787834882736
638.0,0.375,64.0,195.333333333,0.774012088776
102.0,0.0625,64.0,731.333333333,0.724747180939
750.0,0.201903807615,64.0,83.3333333333,0.811727046967
542.0,0.625,64.0,291.333333333,0.847459077835
272.0,0.75,64.0,561.333333333,0.798684120178
223.0,0.75,64.0,610.333333333,0.779583930969
592.0,0.125,64.0,241.333333333,0.768333911896
658.0,0.0117735470942,64.0,175.333333333,0.77713394165
368.0,0.4375,64.0,465.333333333,0.733407020569
425.0,0.0625,64.0,408.333333333,0.735069990158
397.0,0.375,64.0,436.333333333,0.722803115845
440.0,0.6875,64.0,393.333333333,0.785784006119
772.0,0.0155310621242,64.0,61.3333333333,0.835098981857
665.0,0.0754008016032,64.0,168.333333333,0.755649089813
571.0,0.125,64.0,262.333333333,0.766660928726
91.0,0.6875,64.0,742.333333333,0.802886009216
265.0,0.9375,64.0,568.333333333,0.848353147507
665.0,0.0663827655311,64.0,168.333333333,0.678218841553
262.0,0.3125,64.0,571.333333333,0.756497859955
632.0,0.0625,64.0,201.333333333,0.754016160965
241.0,0.375,64.0,592.333333333,0.768532037735
623.0,0.0625,64.0,210.333333333,0.754142999649
99.0,0.25,64.0,734.333333333,0.722030878067
773.0,0.10245490982,64.0,60.3333333333,0.774017095566
539.0,0.0959418837675,64.0,294.333333333,0.735728979111
289.0,0.0625,64.0,544.333333333,0.746906995773
267.0,0.8125,64.0,566.333333333,0.706175088882
533.0,0.125,64.0,300.333333333,0.746468067169
223.0,0.375,64.0,610.333333333,0.706449985504
647.0,0.25,64.0,186.333333333,0.791550159454
277.0,0.0625,64.0,556.333333333,0.736042976379
487.0,0.0388276553106,64.0,346.333333333,0.765769958496
486.0,0.8125,64.0,347.333333333,0.777096986771
180.0,0.25,64.0,653.333333333,0.733094930649
672.0,0.625,64.0,161.333333333,0.773674964905
238.0,0.0625,64.0,595.333333333,0.783155918121
540.0,0.0493486973948,64.0,293.333333333,0.716414928436
633.0,0.375,64.0,200.333333333,0.73295211792
580.0,0.125,64.0,253.333333333,0.700945138931
707.0,0.0834168336673,64.0,126.333333333,0.732106924057
539.0,0.125,64.0,294.333333333,0.734683036804
422.0,0.6875,64.0,411.333333333,0.713579893112
686.0,0.00726452905812,64.0,147.333333333,0.803739070892
692.0,0.25,64.0,141.333333333,0.802804946899
742.0,0.0538577154309,64.0,91.3333333333,0.769979953766
587.0,0.125,64.0,246.333333333,0.747488975525
803.0,0.375,64.0,30.3333333333,0.810109853745
488.0,0.875,64.0,345.333333333,0.790537118912
90.0,0.5625,64.0,743.333333333,0.935636043549
769.0,0.421718436874,64.0,64.3333333333,0.82404088974
739.0,0.375,64.0,94.3333333333,1.19247293472
453.0,0.75,64.0,380.333333333,1.07821297646
29.0,0.0625,64.0,804.333333333,0.853529930115
469.0,0.306487975952,64.0,364.333333333,0.775537967682
653.0,0.0549849699399,64.0,180.333333333,0.766937017441
644.0,0.625,64.0,189.333333333,0.834054946899
384.0,0.875,64.0,449.333333333,0.975933074951
563.0,0.125,64.0,270.333333333,0.784209012985
109.0,0.0625,64.0,724.333333333,0.946966171265
15.0,0.0625,64.0,818.333333333,0.824684858322
449.0,0.125,64.0,384.333333333,0.849214076996
297.0,0.3125,64.0,536.333333333,0.830538034439
174.0,0.71875,64.0,659.333333333,0.784986019135
647.0,0.0112725450902,64.0,186.333333333,0.775280952454
738.0,0.172094188377,64.0,95.3333333333,0.79297709465
397.0,0.75,64.0,436.333333333,0.801614999771
740.0,0.125,64.0,93.3333333333,0.808927059174
237.0,0.03125,64.0,596.333333333,0.773144960403
621.0,0.0149048096192,64.0,212.333333333,0.949743032455
66.0,0.75,64.0,767.333333333,0.789275884628
316.0,0.0625,64.0,517.333333333,0.89662694931
804.0,0.625,64.0,29.3333333333,0.799311876297
808.0,0.556362725451,64.0,25.3333333333,0.928404808044
147.0,0.9375,64.0,686.333333333,0.820024967194
526.0,0.670215430862,64.0,307.333333333,1.44928717613
122.0,0.96875,64.0,711.333333333,1.29100298882
594.0,0.0625,64.0,239.333333333,0.881630182266
469.0,0.00237975951904,64.0,364.333333333,0.70210814476
27.0,0.0625,64.0,806.333333333,1.58061003685
604.0,0.125,64.0,229.333333333,1.87234401703
785.0,0.0703907815631,64.0,48.3333333333,1.27226185799
709.0,0.0393286573146,64.0,124.333333333,0.99909901619
611.0,0.0625,64.0,222.333333333,1.1271340847
723.0,0.0237975951904,64.0,110.333333333,1.02606201172
349.0,0.625,64.0,484.333333333,1.03025197983
564.0,0.0625,64.0,269.333333333,1.27848792076
217.0,0.875,64.0,616.333333333,0.797369003296
716.0,0.064378757515,64.0,117.333333333,0.846779108047
248.0,0.9375,64.0,585.333333333,0.723201990128
417.0,0.1875,64.0,416.333333333,1.26689004898
90.0,0.0625,64.0,743.333333333,1.43173193932
148.0,0.125,64.0,685.333333333,1.42618012428
574.0,0.0625,64.0,259.333333333,1.28275704384
255.0,0.25,64.0,578.333333333,0.881003856659
385.0,0.0625,64.0,448.333333333,0.835870981216
522.0,0.6875,64.0,311.333333333,0.797263145447
557.0,0.6875,64.0,276.333333333,0.742316961288
233.0,0.34375,64.0,600.333333333,0.796936035156
163.0,0.9375,64.0,670.333333333,0.739048957825
452.0,0.0625,64.0,381.333333333,0.903851032257
182.0,0.03125,64.0,651.333333333,1.72694611549
127.0,0.875,64.0,706.333333333,1.48161506653
722.0,0.0359468937876,64.0,111.333333333,1.78073692322
615.0,0.125,64.0,218.333333333,0.838768005371
628.0,0.00676352705411,64.0,205.333333333,0.790606021881
564.0,0.00914328657315,64.0,269.333333333,0.790162086487
314.0,0.0625,64.0,519.333333333,0.807528972626
563.0,0.875,64.0,270.333333333,0.800081968307
256.0,0.0625,64.0,577.333333333,0.752582073212
106.0,0.5625,64.0,727.333333333,0.801582813263
749.0,0.123997995992,64.0,84.3333333333,1.04484510422
241.0,0.0625,64.0,592.333333333,0.949599981308
709.0,0.115981963928,64.0,124.333333333,0.906118154526
726.0,0.0499749498998,64.0,107.333333333,1.32449603081
214.0,0.125,64.0,619.333333333,1.04610705376
349.0,0.0625,64.0,484.333333333,1.35169386864
577.0,0.0625,64.0,256.333333333,2.41859984398
776.0,0.0303106212425,64.0,57.3333333333,1.24609494209
609.0,0.125,64.0,224.333333333,2.95391798019
684.0,0.125,64.0,149.333333333,1.57896304131
576.0,0.0889278557114,64.0,257.333333333,1.19230794907
177.0,0.375,64.0,656.333333333,1.39826202393
89.0,0.84375,64.0,744.333333333,1.41727399826
772.0,0.0122745490982,64.0,61.3333333333,1.47518014908
563.0,0.125,64.0,270.333333333,1.58143305779
185.0,0.0625,64.0,648.333333333,1.45870089531
531.0,0.0187875751503,64.0,302.333333333,1.44087505341
528.0,0.125,64.0,305.333333333,0.893002986908
527.0,0.625,64.0,306.333333333,0.82318687439
159.0,0.0625,64.0,674.333333333,1.00457501411
505.0,0.125,64.0,328.333333333,1.89845585823
544.0,0.125,64.0,289.333333333,0.835975885391
397.0,0.375,64.0,436.333333333,0.877424001694
412.0,0.625,64.0,421.333333333,0.796269178391
269.0,0.59375,64.0,564.333333333,0.812258958817
208.0,0.875,64.0,625.333333333,0.848101854324
346.0,0.0625,64.0,487.333333333,0.80116891861
591.0,0.0625,64.0,242.333333333,0.780481100082
591.0,0.0625,64.0,242.333333333,0.769582986832
599.0,0.125,64.0,234.333333333,1.17988395691
107.0,0.875,64.0,726.333333333,1.45170402527
265.0,0.8125,64.0,568.333333333,0.993906021118
677.0,0.0129008016032,64.0,156.333333333,1.02314209938
292.0,0.0625,64.0,541.333333333,1.05143284798
500.0,0.75,64.0,333.333333333,1.35148191452
788.0,0.128381763527,64.0,45.3333333333,1.62960720062
356.0,0.0408316633267,64.0,477.333333333,0.879533052444
537.0,0.625,64.0,296.333333333,1.04894280434
778.0,0.0462174348697,64.0,55.3333333333,0.853072881699
641.0,0.0249248496994,64.0,192.333333333,0.807796001434
214.0,0.75,64.0,619.333333333,0.766600847244
593.0,0.0625,64.0,240.333333333,0.762080907822
385.0,0.0625,64.0,448.333333333,0.749754905701
771.0,0.150551102204,64.0,62.3333333333,0.769778013229
757.0,0.478206412826,64.0,76.3333333333,0.815377950668
643.0,0.0388276553106,64.0,190.333333333,0.730682134628
295.0,0.0625,64.0,538.333333333,0.822579145432
553.0,0.125,64.0,280.333333333,0.736112117767
560.0,0.125,64.0,273.333333333,0.8116710186
160.0,0.0625,64.0,673.333333333,0.751577854156
465.0,0.564879759519,64.0,368.333333333,0.769822835922
458.0,0.0063877755511,64.0,375.333333333,0.830445051193
321.0,0.875,64.0,512.333333333,0.79669213295
363.0,0.125,64.0,470.333333333,0.776539802551
755.0,0.0756513026052,64.0,78.3333333333,0.763135194778
383.0,0.75,64.0,450.333333333,0.706185817719
594.0,0.125,64.0,239.333333333,0.735259056091
571.0,0.0305611222445,64.0,262.333333333,0.787122011185
578.0,0.125,64.0,255.333333333,0.674046039581
486.0,0.75,64.0,347.333333333,0.75085401535
782.0,0.00876753507014,64.0,51.3333333333,0.724373102188
699.0,0.428106212425,64.0,134.333333333,0.837145090103
732.0,0.0135270541082,64.0,101.333333333,0.804177045822
535.0,0.375,64.0,298.333333333,0.778631925583
310.0,0.875,64.0,523.333333333,0.716504096985
749.0,0.530811623246,64.0,84.3333333333,0.785478830338
392.0,0.25,64.0,441.333333333,0.748685121536
453.0,0.00363226452906,64.0,380.333333333,0.779501914978
637.0,0.625,64.0,196.333333333,0.73566198349
507.0,0.875,64.0,326.333333333,0.690838098526
731.0,0.0434619238477,64.0,102.333333333,0.717633008957
579.0,0.0368236472946,64.0,254.333333333,0.755045890808
584.0,0.125,64.0,249.333333333,0.719858884811
287.0,0.0625,64.0,546.333333333,0.74907708168
714.0,0.0795340681363,64.0,119.333333333,0.786513090134
334.0,0.375,64.0,499.333333333,0.817436933517
681.0,0.0693887775551,64.0,152.333333333,0.72496509552
43.0,0.84375,64.0,790.333333333,0.774339914322
732.0,0.242735470942,64.0,101.333333333,0.73041009903
511.0,0.0289328657315,64.0,322.333333333,0.648687124252
610.0,0.0625,64.0,223.333333333,0.728232860565
729.0,0.136022044088,64.0,104.333333333,0.745078802109
727.0,0.00726452905812,64.0,106.333333333,0.814204931259
212.0,0.0625,64.0,621.333333333,0.732695817947
620.0,0.00513527054108,64.0,213.333333333,0.74308514595
165.0,0.3125,64.0,668.333333333,0.803161859512
536.0,0.625,64.0,297.333333333,0.888175964355
434.0,0.40625,64.0,399.333333333,0.786483049393
381.0,0.4375,64.0,452.333333333,0.981360912323
722.0,0.0398296593186,64.0,111.333333333,1.05775690079
153.0,0.375,64.0,680.333333333,0.906068086624
424.0,0.4375,64.0,409.333333333,0.811532974243
292.0,0.375,64.0,541.333333333,0.724140167236
514.0,0.625,64.0,319.333333333,1.09248614311
661.0,0.0197895791583,64.0,172.333333333,0.854833126068
557.0,0.125,64.0,276.333333333,0.806736946106
371.0,0.0625,64.0,462.333333333,0.778041124344
798.0,0.0593687374749,64.0,35.3333333333,0.838176012039
266.0,0.75,64.0,567.333333333,0.858944177628
272.0,0.125,64.0,561.333333333,0.857965946198
540.0,0.800851703407,64.0,293.333333333,0.801194906235
539.0,0.625,64.0,294.333333333,0.823046922684
457.0,0.8125,64.0,376.333333333,0.753818035126
258.0,0.9375,64.0,575.333333333,0.796370983124
514.0,0.875,64.0,319.333333333,0.826081037521
491.0,0.875,64.0,342.333333333,0.896997213364
568.0,0.125,64.0,265.333333333,0.817826986313
86.0,0.9375,64.0,747.333333333,0.831711053848
169.0,0.4375,64.0,664.333333333,0.85201716423
749.0,0.75876753507,64.0,84.3333333333,1.38966298103
569.0,0.125,64.0,264.333333333,0.851970911026
654.0,0.00125250501002,64.0,179.333333333,0.738267183304
473.0,0.875,64.0,360.333333333,0.827911138535
