cumulative_rewards,euclidian_distance,regret,time_spent
552.0,0.125,281.333333333,1.19693398476
662.0,0.0137775551102,171.333333333,1.12572216988
309.0,0.0625,524.333333333,1.31942915916
411.0,0.71875,422.333333333,1.04575514793
92.0,0.28125,741.333333333,1.13319802284
602.0,0.125,231.333333333,1.14258313179
743.0,0.625,90.3333333333,0.946300029755
70.0,0.546875,763.333333333,1.15127491951
279.0,0.625,554.333333333,1.06222009659
811.0,0.246743486974,22.3333333333,1.02400112152
705.0,0.0285571142285,128.333333333,1.0071208477
753.0,0.0102705410822,80.3333333333,1.16384005547
561.0,0.625,272.333333333,0.950913906097
752.0,0.0804108216433,81.3333333333,1.03933310509
764.0,0.625,69.3333333333,1.05811405182
495.0,0.75,338.333333333,0.99688911438
639.0,0.00914328657315,194.333333333,0.977744102478
760.0,0.00751503006012,73.3333333333,1.02013587952
641.0,0.125,192.333333333,0.974503993988
370.0,0.0625,463.333333333,1.03940486908
272.0,0.0625,561.333333333,1.05037689209
538.0,0.0625,295.333333333,0.980848789215
590.0,0.0625,243.333333333,0.939491987228
589.0,0.0167835671343,244.333333333,0.993030071259
687.0,0.0192885771543,146.333333333,1.0148692131
693.0,0.0708917835671,140.333333333,1.06629896164
594.0,0.125,239.333333333,0.930460214615
597.0,0.0625,236.333333333,1.0229549408
459.0,0.5625,374.333333333,1.03006601334
422.0,0.6875,411.333333333,1.06443691254
314.0,0.625,519.333333333,1.12518906593
677.0,0.00263026052104,156.333333333,1.01466584206
470.0,0.625,363.333333333,1.33204507828
290.0,0.03125,543.333333333,1.0287129879
584.0,0.875375751503,249.333333333,1.1945040226
594.0,0.00388276553106,239.333333333,1.09067606926
568.0,0.0625,265.333333333,1.16736102104
699.0,0.177855711423,134.333333333,1.22764015198
130.0,0.6875,703.333333333,1.34255003929
678.0,0.0593687374749,155.333333333,0.981481075287
549.0,0.125,284.333333333,0.942278146744
629.0,0.798847695391,204.333333333,1.12228393555
486.0,0.0164078156313,347.333333333,1.01028704643
137.0,0.03125,696.333333333,1.0316400528
