1.182699203491210938e-01,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.182689666748046875e-01,nan,nan
8.725070953369140625e-02,4.291933006253010774e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.725166320800781250e-02,nan,nan
7.705211639404296875e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,7.705116271972656250e-02,nan,nan
1.156015396118164062e-01,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.156024932861328125e-01,nan,nan
8.707714080810546875e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.707618713378906250e-02,nan,nan
1.182107925415039062e-01,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.182117462158203125e-01,nan,nan
9.951114654541015625e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,9.951210021972656250e-02,nan,nan
5.858516693115234375e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,5.858421325683593750e-02,nan,nan
9.034633636474609375e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,9.034538269042968750e-02,nan,nan
9.246921539306640625e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,9.247016906738281250e-02,nan,nan
8.776187896728515625e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.776283264160156250e-02,nan,nan
1.161623001098632812e-01,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.161632537841796875e-01,nan,nan
1.168127059936523438e-01,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.168117523193359375e-01,nan,nan
8.973026275634765625e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.973121643066406250e-02,nan,nan
1.015405654907226562e-01,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.015415191650390625e-01,nan,nan
9.582424163818359375e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,9.582328796386718750e-02,nan,nan
8.186244964599609375e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.186149597167968750e-02,nan,nan
8.726215362548828125e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.726310729980468750e-02,nan,nan
1.167783737182617188e-01,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.167774200439453125e-01,nan,nan
8.704471588134765625e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.704566955566406250e-02,nan,nan
1.184587478637695312e-01,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.184597015380859375e-01,nan,nan
6.050205230712890625e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,6.050300598144531250e-02,nan,nan
5.824184417724609375e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,5.824089050292968750e-02,nan,nan
1.157217025756835938e-01,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.157207489013671875e-01,nan,nan
7.674884796142578125e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,7.674980163574218750e-02,nan,nan
8.623027801513671875e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.622932434082031250e-02,nan,nan
1.197137832641601562e-01,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.197147369384765625e-01,nan,nan
5.859279632568359375e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,5.859184265136718750e-02,nan,nan
8.179378509521484375e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.179283142089843750e-02,nan,nan
7.698535919189453125e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,7.698631286621093750e-02,nan,nan
8.189487457275390625e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.189582824707031250e-02,nan,nan
1.008901596069335938e-01,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.008892059326171875e-01,nan,nan
5.309963226318359375e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,5.309867858886718750e-02,nan,nan
8.775615692138671875e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.775520324707031250e-02,nan,nan
8.742809295654296875e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.742713928222656250e-02,nan,nan
7.875537872314453125e-02,5.291933006253010774e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+01,7.875633239746093750e-02,nan,nan
8.949565887451171875e-02,4.291933006253010774e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.949470520019531250e-02,nan,nan
6.030941009521484375e-02,inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,6.030845642089843750e-02,nan,nan
